年,月,排名,隸屬區,里,鄰數,戶數,男,女,合計
115,3,474,五股區,五股里,28,1593,1856,1891,3747
115,3,475,新莊區,萬安里,18,1622,1807,1937,3744
115,3,476,新莊區,文聖里,29,1712,1708,2029,3737
115,3,477,淡水區,幸福里,19,1680,1748,1989,3737
115,3,478,三重區,福樂里,23,1605,1831,1904,3735
115,3,479,樹林區,和平里,28,1491,1813,1919,3732
115,3,480,泰山區,福興里,25,1549,1787,1941,3728
115,3,481,板橋區,鄉雲里,21,1767,1744,1974,3718
115,3,482,中和區,秀水里,28,1680,1778,1939,3717
115,3,483,三重區,六合里,25,1612,1858,1856,3714
115,3,484,中和區,國光里,39,1578,1825,1887,3712
115,3,485,新店區,福德里,20,1652,1731,1977,3708
115,3,486,新莊區,立志里,16,1572,1781,1924,3705
115,3,487,板橋區,聯翠里,17,1814,1716,1985,3701
115,3,488,樹林區,樹興里,27,1492,1815,1877,3692
115,3,489,汐止區,福德里,18,1807,1753,1925,3678
115,3,490,板橋區,香丘里,14,1513,1778,1900,3678
115,3,491,永和區,桂林里,18,1601,1736,1938,3674
115,3,492,蘆洲區,保佑里　,18,1484,1801,1873,3674
115,3,493,五股區,福德里,19,1590,1829,1843,3672
115,3,494,板橋區,金華里,23,1520,1779,1888,3667
115,3,495,板橋區,文翠里,19,1585,1786,1866,3652
115,3,496,汐止區,山光里,14,1821,1776,1872,3648
115,3,497,五股區,民義里,23,1484,1830,1805,3635
115,3,498,三重區,培德里,24,1472,1767,1866,3633
115,3,499,中和區,枋寮里,35,1649,1739,1887,3626
115,3,500,板橋區,景星里,24,1831,1662,1958,3620
115,3,501,新店區,百忍里,22,1618,1663,1954,3617
115,3,502,新店區,明城里,21,1508,1766,1841,3607
115,3,503,板橋區,吉翠里,16,1454,1762,1842,3604
115,3,504,樹林區,圳安里,23,1430,1796,1807,3603
115,3,505,三峽區,二鬮里,24,1504,1833,1751,3584
115,3,506,土城區,廣興里,18,1526,1675,1909,3584
115,3,507,板橋區,國光里,20,1606,1734,1847,3581
115,3,508,泰山區,黎明里,17,1433,1749,1825,3574
115,3,509,新店區,大豐里,24,1666,1668,1899,3567
115,3,510,三重區,厚德里,22,1543,1762,1804,3566
115,3,511,深坑區,深坑里,41,1665,1739,1827,3566
115,3,512,樹林區,樹福里,20,1564,1684,1878,3562
115,3,513,板橋區,大觀里,14,1389,1750,1809,3559
115,3,514,新莊區,中宏里,20,1452,1721,1829,3550
115,3,515,板橋區,廣新里,24,1320,1729,1818,3547
115,3,516,中和區,建和里,34,1620,1682,1860,3542
115,3,517,板橋區,國泰里,15,1495,1697,1840,3537
115,3,518,瑞芳區,新峰里,14,1489,1749,1784,3533
115,3,519,新莊區,仁義里,20,1446,1770,1760,3530
115,3,520,永和區,竹林里,30,1589,1660,1861,3521
115,3,521,中和區,福和里,32,1602,1700,1821,3521
115,3,522,新莊區,豐年里,16,1414,1724,1796,3520
115,3,523,中和區,安樂里,33,1704,1632,1887,3519
115,3,524,板橋區,溪北里,18,1462,1718,1789,3507
115,3,525,汐止區,興福里,20,1722,1651,1854,3505
115,3,526,板橋區,文德里,12,1653,1694,1811,3505
115,3,527,鶯歌區,南靖里,20,1366,1798,1702,3500
115,3,528,樹林區,樹德里,25,1460,1664,1835,3499
115,3,529,新莊區,立功里,25,1448,1668,1801,3469
115,3,530,樹林區,大同里,18,1363,1643,1823,3466
115,3,531,板橋區,福星里,20,1429,1662,1802,3464
115,3,532,蘆洲區,復興里　,13,1364,1724,1735,3459
115,3,533,永和區,河堤里,19,1688,1639,1813,3452
115,3,534,三重區,富華里,24,1493,1706,1731,3437
115,3,535,三重區,慈愛里,25,1417,1656,1773,3429
115,3,536,汐止區,忠山里,22,1678,1654,1772,3426
115,3,537,板橋區,浮洲里,25,1400,1743,1681,3424
115,3,538,三重區,三民里,15,1467,1679,1737,3416
115,3,539,五股區,五福里,23,1369,1727,1685,3412
115,3,540,中和區,連和里,26,1893,1556,1856,3412
115,3,541,新店區,下城里,14,1537,1708,1694,3402
115,3,542,土城區,學府里,22,1294,1616,1782,3398
115,3,543,三重區,國隆里,28,1665,1609,1785,3394
115,3,544,新莊區,昌明里,18,1353,1640,1750,3390
115,3,545,永和區,上林里,21,1517,1607,1782,3389
115,3,546,中和區,景新里,32,1548,1589,1798,3387
115,3,547,新莊區,中全里,18,1381,1711,1660,3371
115,3,548,板橋區,新興里,17,1766,1568,1799,3367
115,3,549,中和區,清穗里,24,1513,1659,1707,3366
115,3,550,中和區,國華里,22,1442,1658,1706,3364
115,3,551,三重區,重陽里,25,1495,1661,1703,3364
115,3,552,中和區,正南里,30,1397,1690,1663,3353
115,3,553,板橋區,華翠里,19,1404,1623,1729,3352
115,3,554,淡水區,北新里,20,1808,1545,1803,3348
115,3,555,樹林區,中華里,19,1283,1613,1728,3341
115,3,556,板橋區,光復里,25,1452,1636,1671,3307
115,3,557,永和區,永貞里,20,1474,1548,1758,3306
115,3,558,蘆洲區,忠義里　,14,1319,1611,1689,3300
115,3,559,中和區,秀成里,31,1394,1602,1692,3294
115,3,560,土城區,頂新里,10,1389,1561,1733,3294
115,3,561,萬里區,野柳里,19,1160,1547,1746,3293
115,3,562,三重區,立德里,22,1398,1607,1684,3291
115,3,563,板橋區,文化里,17,1457,1562,1721,3283
115,3,564,永和區,福林里,25,1481,1566,1717,3283
115,3,565,板橋區,朝陽里,16,1322,1536,1741,3277
115,3,566,板橋區,介壽里,17,1382,1594,1672,3266
115,3,567,中和區,泰安里,42,1505,1558,1707,3265
115,3,568,板橋區,松翠里,18,1500,1535,1725,3260
115,3,569,蘆洲區,得勝里　,21,1391,1584,1674,3258
115,3,570,三重區,龍濱里,20,1386,1578,1679,3257
115,3,571,板橋區,新海里,21,1293,1584,1672,3256
115,3,572,三重區,福田里,24,1307,1614,1641,3255
115,3,573,新莊區,興漢里,32,1436,1570,1679,3249
115,3,574,樹林區,樹人里,21,1270,1555,1681,3236
115,3,575,汐止區,湖蓮里,12,1804,1490,1744,3234
115,3,576,板橋區,香雅里,11,1570,1586,1645,3231
115,3,577,永和區,中興里,17,1571,1462,1760,3222
115,3,578,板橋區,建國里,31,1403,1525,1687,3212
115,3,579,樹林區,育英里,20,1387,1558,1653,3211
115,3,580,土城區,學成里,18,1236,1557,1653,3210
115,3,581,蘆洲區,樹德里　,14,1363,1594,1608,3202
115,3,582,三重區,福民里,19,1361,1533,1662,3195
115,3,583,蘆洲區,中華里　,14,1331,1538,1655,3193
115,3,584,中和區,秀仁里,23,1486,1517,1674,3191
115,3,585,永和區,河濱里,19,1385,1510,1670,3180
115,3,586,土城區,中正里,18,1337,1489,1688,3177
115,3,587,板橋區,福壽里,16,1345,1514,1649,3163
115,3,588,永和區,智光里,32,1367,1472,1685,3157
115,3,589,汐止區,保新里,13,1714,1517,1638,3155
115,3,590,新店區,百和里,22,1436,1486,1669,3155
115,3,591,蘆洲區,溪墘里　,15,1358,1524,1628,3152
115,3,592,三重區,仁忠里,23,1332,1514,1634,3148
115,3,593,三重區,永盛里,25,1268,1508,1628,3136
115,3,594,中和區,冠穗里,24,1328,1566,1570,3136
115,3,595,泰山區,新明里,25,1239,1539,1596,3135
115,3,596,蘆洲區,福安里　,11,1257,1527,1598,3125
115,3,597,新店區,粗坑里,20,1449,1504,1605,3109
115,3,598,新店區,太平里,20,1538,1447,1653,3100
115,3,599,深坑區,土庫里,36,1293,1547,1548,3095
115,3,600,瑞芳區,吉安里,16,1322,1551,1508,3059
115,3,601,新莊區,八德里,16,1278,1460,1588,3048
115,3,602,永和區,秀元里,20,1279,1441,1598,3039
115,3,603,永和區,永興里,26,1302,1413,1622,3035
115,3,604,三重區,福安里,25,1413,1471,1562,3033
115,3,605,中和區,安和里,27,1452,1421,1607,3028
115,3,606,新店區,華城里,13,1529,1395,1631,3026
115,3,607,五股區,貿商里,25,1289,1448,1578,3026
115,3,608,樹林區,東山里,20,1163,1550,1474,3024
115,3,609,新店區,復興里,21,1415,1431,1584,3015
115,3,610,中和區,景南里,34,1339,1417,1583,3000
115,3,611,土城區,青山里,18,1162,1489,1508,2997
115,3,612,三重區,尚德里,29,1282,1382,1609,2991
115,3,613,蘆洲區,得仁里　,15,1225,1458,1529,2987
115,3,614,新店區,國豐里,22,1413,1368,1616,2984
115,3,615,新莊區,後德里,15,1135,1495,1478,2973
115,3,616,汐止區,大同里,23,1480,1397,1559,2956
115,3,617,三峽區,溪東里,16,1126,1503,1448,2951
115,3,618,土城區,瑞興里,26,1265,1425,1526,2951
115,3,619,中和區,吉興里,21,1399,1356,1592,2948
115,3,620,新莊區,民本里,19,1176,1473,1465,2938
115,3,621,汐止區,宜興里,25,1529,1393,1539,2932
115,3,622,板橋區,青翠里,15,1240,1482,1447,2929
115,3,623,三重區,光正里,22,1513,1377,1548,2925
115,3,624,中和區,正行里,19,1332,1345,1575,2920
115,3,625,永和區,光明里,17,1370,1299,1619,2918
115,3,626,板橋區,正泰里,16,1164,1378,1539,2917
115,3,627,中和區,嘉穗里,15,1217,1447,1466,2913
115,3,628,永和區,民富里,15,1165,1418,1494,2912
115,3,629,新店區,建國里,18,1366,1340,1571,2911
115,3,630,萬里區,龜吼里,20,1281,1459,1452,2911
115,3,631,中和區,興南里,37,1284,1397,1508,2905
115,3,632,板橋區,仁愛里,20,1163,1427,1473,2900
115,3,633,萬里區,北基里,23,1479,1402,1480,2882
115,3,634,板橋區,百壽里,17,1290,1322,1552,2874
115,3,635,三重區,二重里,15,1558,1442,1431,2873
115,3,636,板橋區,滿翠里,20,1179,1376,1491,2867
115,3,637,永和區,民治里,24,1265,1281,1581,2862
115,3,638,板橋區,港尾里,15,1183,1367,1492,2859
115,3,639,板橋區,光仁里,15,1112,1398,1442,2840
115,3,640,三重區,永吉里,20,1229,1380,1453,2833
115,3,641,永和區,協和里,22,1306,1341,1491,2832
115,3,642,新店區,忠孝里,15,1441,1341,1487,2828
115,3,643,新莊區,中華里,15,1286,1364,1463,2827
115,3,644,萬里區,大鵬里,24,1052,1409,1408,2817
115,3,645,樹林區,圳民里,16,1187,1460,1354,2814
115,3,646,三重區,頂崁里,28,1255,1422,1388,2810
115,3,647,板橋區,九如里,16,1141,1363,1445,2808
115,3,648,板橋區,長壽里,11,1156,1391,1410,2801
115,3,649,中和區,頂南里,26,1112,1337,1429,2766
115,3,650,八里區,頂罟里,13,1305,1390,1370,2760
115,3,651,新莊區,光和里,19,1000,1322,1424,2746
115,3,652,三重區,維德里,21,1201,1358,1383,2741
115,3,653,三重區,中山里,22,1308,1340,1395,2735
115,3,654,三重區,大園里,22,1204,1355,1380,2735
115,3,655,深坑區,萬福里,30,1386,1351,1378,2729
115,3,656,新店區,大鵬里,10,1331,1322,1406,2728
115,3,657,板橋區,仁翠里,16,1130,1335,1392,2727
115,3,658,樹林區,太順里,16,972,1377,1349,2726
115,3,659,中和區,壽南里,23,1266,1308,1415,2723
115,3,660,板橋區,民權里,24,1156,1288,1427,2715
115,3,661,永和區,秀成里,17,1173,1303,1389,2692
115,3,662,中和區,中山里,22,1160,1276,1410,2686
115,3,663,板橋區,莒光里,17,1174,1307,1374,2681
115,3,664,永和區,秀得里,20,1091,1269,1409,2678
115,3,665,板橋區,龍安里,20,1087,1268,1407,2675
115,3,666,永和區,永福里,18,1184,1262,1408,2670
115,3,667,永和區,大新里,16,1272,1192,1471,2663
115,3,668,新店區,張南里,10,1562,1133,1526,2659
115,3,669,板橋區,自立里,20,1130,1250,1405,2655
115,3,670,新店區,美城里,14,1155,1323,1331,2654
115,3,671,烏來區,烏來里,15,894,1286,1366,2652
115,3,672,板橋區,西安里,14,1101,1290,1360,2650
115,3,673,蘆洲區,保和里　,15,1160,1286,1364,2650
115,3,674,中和區,民有里,24,1153,1275,1365,2640
115,3,675,三重區,谷王里,15,1572,1333,1305,2638
115,3,676,永和區,文化里,18,1216,1250,1372,2622
115,3,677,泰山區,福泰里,25,1065,1322,1291,2613
115,3,678,蘆洲區,民和里　,15,1078,1290,1317,2607
115,3,679,五股區,陸一里,35,1137,1266,1340,2606
115,3,680,永和區,仁愛里,17,1224,1246,1352,2598
115,3,681,永和區,永樂里,16,1406,1146,1438,2584
115,3,682,中和區,秀義里,18,1138,1266,1316,2582
115,3,683,新店區,新德里,20,1305,1188,1389,2577
115,3,684,深坑區,萬順里,24,1227,1296,1280,2576
115,3,685,新店區,國校里,10,1190,1268,1298,2566
115,3,686,新莊區,泰豐里,14,1113,1237,1312,2549
115,3,687,新店區,長春里,11,1216,1150,1395,2545
115,3,688,板橋區,陽明里,17,1077,1239,1299,2538
115,3,689,板橋區,光華里,20,1140,1237,1287,2524
115,3,690,三重區,三安里,20,1269,1205,1307,2512
115,3,691,新店區,屈尺里,18,1007,1252,1248,2500
115,3,692,新莊區,仁愛里,20,1060,1202,1297,2499
115,3,693,深坑區,賴仲里,26,1236,1243,1254,2497
115,3,694,板橋區,光榮里,20,1053,1239,1244,2483
115,3,695,板橋區,華貴里,19,1015,1213,1262,2475
115,3,696,新莊區,自強里,15,1125,1213,1252,2465
115,3,697,淡水區,義山里,19,1139,1291,1153,2444
115,3,698,新莊區,祥鳳里,18,967,1201,1239,2440
115,3,699,三重區,長元里,18,1118,1230,1210,2440
115,3,700,中和區,秀士里,22,1133,1170,1267,2437
115,3,701,板橋區,東安里,11,898,1180,1248,2428
115,3,702,新店區,文明里,18,1131,1125,1303,2428
115,3,703,新莊區,自信里,12,1035,1144,1281,2425
115,3,704,永和區,信義里,15,1261,1098,1319,2417
115,3,705,新莊區,建福里,13,926,1174,1219,2393
115,3,706,三重區,瑞德里,19,983,1187,1206,2393
115,3,707,三重區,慈化里,17,950,1142,1249,2391
115,3,708,永和區,復興里,14,1121,1126,1260,2386
115,3,709,蘆洲區,忠孝里　,12,938,1187,1195,2382
115,3,710,永和區,頂溪里,16,1099,1137,1242,2379
115,3,711,三重區,光華里,17,1298,1097,1280,2377
115,3,712,中和區,瑞穗里,18,1054,1095,1276,2371
115,3,713,三重區,永煇里,16,995,1209,1144,2353
115,3,714,中和區,民享里,20,962,1141,1202,2343
115,3,715,中和區,錦昌里,13,1052,1152,1183,2335
115,3,716,板橋區,嵐翠里,12,973,1150,1180,2330
115,3,717,三芝區,後厝里,27,1383,1139,1187,2326
115,3,718,三重區,福利里,16,1132,1034,1280,2314
115,3,719,土城區,土城里,19,1045,1092,1220,2312
115,3,720,新莊區,立德里,17,988,1113,1189,2302
115,3,721,新莊區,龍安里,15,892,1106,1170,2276
115,3,722,新莊區,立人里,9,974,1074,1198,2272
115,3,723,板橋區,松柏里,12,1046,1081,1189,2270
115,3,724,三重區,錦江里,20,980,1126,1136,2262
115,3,725,新店區,忠誠里,20,1062,1067,1180,2247
115,3,726,淡水區,埤島里,13,1117,1131,1111,2242
115,3,727,三峽區,溪北里,20,967,1168,1072,2240
115,3,728,新莊區,福營里,20,1066,1112,1125,2237
115,3,729,鶯歌區,西鶯里,18,953,1094,1128,2222
115,3,730,板橋區,民生里,14,957,1049,1169,2218
115,3,731,三重區,菜寮里,19,1011,1063,1155,2218
115,3,732,汐止區,鄉長里,15,957,1131,1086,2217
115,3,733,板橋區,富貴里,10,910,1049,1162,2211
115,3,734,三重區,慈惠里,15,964,1072,1134,2206
115,3,735,三重區,慈福里,17,1002,1095,1109,2204
115,3,736,新莊區,富國里,14,942,1084,1119,2203
115,3,737,新莊區,龍福里,13,921,1062,1133,2195
115,3,738,永和區,後溪里,13,1089,1064,1118,2182
115,3,739,三重區,慈生里,20,901,1047,1130,2177
115,3,740,三重區,長泰里,20,1011,1082,1091,2173
115,3,741,永和區,正興里,17,1062,981,1187,2168
115,3,742,三峽區,嘉添里,21,834,1228,938,2166
115,3,743,三重區,五谷里,25,1118,1094,1061,2155
115,3,744,三重區,錦田里,15,976,1062,1085,2147
115,3,745,汐止區,樟樹里,14,1022,1096,1048,2144
115,3,746,永和區,新廍里,18,1033,1051,1083,2134
115,3,747,三重區,順德里,23,922,1073,1056,2129
115,3,748,新莊區,文衡里,16,920,1032,1090,2122
115,3,749,蘆洲區,仁復里　,11,923,1034,1077,2111
115,3,750,深坑區,昇高里,16,843,1100,1006,2106
115,3,751,三重區,富福里,20,857,1003,1101,2104
115,3,752,新莊區,中誠里,15,923,1035,1060,2095
115,3,753,淡水區,水源里,22,964,1103,991,2094
115,3,754,樹林區,樂山里,15,824,1028,1063,2091
115,3,755,三重區,文化里,28,938,1038,1035,2073
115,3,756,樹林區,北園里,12,797,1104,962,2066
115,3,757,三重區,信安里,18,1008,986,1075,2061
115,3,758,三重區,長江里,17,975,995,1054,2049
115,3,759,永和區,前溪里,13,978,944,1087,2031
115,3,760,板橋區,民安里,19,862,946,1082,2028
115,3,761,三重區,長安里,22,954,982,1041,2023
115,3,762,瑞芳區,龍興里,13,1041,1025,996,2021
115,3,763,土城區,長風里,14,833,945,1050,1995
115,3,764,中和區,宜安里,17,972,953,1041,1994
115,3,765,新店區,仁愛里,19,995,904,1083,1987
115,3,766,三重區,大同里,17,1028,947,1036,1983
115,3,767,石門區,老梅里,19,820,1029,953,1982
115,3,768,三峽區,竹崙里,20,967,1094,885,1979
115,3,769,中和區,景本里,22,899,939,1034,1973
115,3,770,三重區,安慶里,16,946,926,1046,1972
115,3,771,瑞芳區,傑魚里,10,827,1021,950,1971
115,3,772,樹林區,三龍里,16,805,1025,934,1959
115,3,773,瑞芳區,瑞濱里,13,1078,928,1025,1953
115,3,774,板橋區,新埔里,13,901,948,999,1947
115,3,775,泰山區,泰友里,18,784,925,1009,1934
115,3,776,貢寮區,真理里,22,728,965,963,1928
115,3,777,三重區,萬壽里,20,853,938,990,1928
115,3,778,永和區,上溪里,20,984,866,1050,1916
115,3,779,淡水區,樹興里,12,1113,962,950,1912
115,3,780,板橋區,挹秀里,13,870,932,975,1907
115,3,781,三重區,仁德里,20,927,936,948,1884
115,3,782,板橋區,華福里,13,768,881,1002,1883
115,3,783,三重區,永春里,14,860,907,971,1878
115,3,784,三重區,龍門里,20,843,926,937,1863
115,3,785,新店區,文中里,14,917,877,975,1852
115,3,786,烏來區,忠治里,7,567,901,950,1851
115,3,787,樹林區,東園里,14,813,973,867,1840
115,3,788,三重區,錦安里,22,813,873,964,1837
115,3,789,三重區,中央里,19,922,907,925,1832
115,3,790,汐止區,仁德里,17,911,880,942,1822
115,3,791,八里區,荖阡里,12,689,942,857,1799
115,3,792,三重區,正安里,16,850,861,926,1787
115,3,793,新店區,新店里,16,856,883,896,1779
115,3,794,三重區,忠孝里,19,782,846,931,1777
115,3,795,新店區,和平里,11,912,838,931,1769
115,3,796,三重區,正義里,14,809,884,885,1769
115,3,797,淡水區,文化里,14,882,800,966,1766
115,3,798,貢寮區,仁里里,16,707,844,921,1765
115,3,799,新莊區,文德里,18,765,850,903,1753
115,3,800,金山區,五湖里,17,654,889,861,1750
115,3,801,樹林區,坡內里,15,653,892,851,1743
115,3,802,三重區,開元里,20,920,848,895,1743
115,3,803,三重區,同安里,19,912,842,890,1732
115,3,804,三重區,同慶里,15,784,836,891,1727
115,3,805,三重區,承德里,20,700,881,843,1724
115,3,806,八里區,下罟里,12,581,872,850,1722
115,3,807,瑞芳區,龍川里,11,755,815,889,1704
115,3,808,金山區,磺港里,20,545,853,846,1699
115,3,809,樹林區,西園里,14,656,906,792,1698
115,3,810,瑞芳區,吉慶里,18,740,880,812,1692
115,3,811,三重區,自強里,16,772,804,887,1691
115,3,812,新店區,龜山里,13,768,861,829,1690
115,3,813,瑞芳區,東和里,14,698,844,844,1688
115,3,814,新莊區,文明里,16,684,820,866,1686
115,3,815,三重區,奕壽里,15,865,768,910,1678
115,3,816,林口區,太平里,15,678,819,848,1667
115,3,817,土城區,祖田里,10,637,846,810,1656
115,3,818,新莊區,營盤里,19,729,842,811,1653
115,3,819,永和區,光復里,16,802,756,893,1649
115,3,820,八里區,長坑里,14,507,867,771,1638
115,3,821,板橋區,留侯里,10,736,778,844,1622
115,3,822,汐止區,長安里,15,750,794,817,1611
115,3,823,汐止區,烘內里,21,826,851,750,1601
115,3,824,鶯歌區,同慶里,14,656,775,822,1597
115,3,825,汐止區,保安里,15,701,793,800,1593
115,3,826,三重區,平和里,18,749,781,809,1590
115,3,827,三重區,大安里,15,700,801,781,1582
115,3,828,三重區,永興里,17,860,722,858,1580
115,3,829,土城區,清化里,17,659,829,740,1569
115,3,830,淡水區,賢孝里,14,718,864,698,1562
115,3,831,貢寮區,福隆里,22,631,757,797,1554
115,3,832,新店區,頂城里,18,672,817,734,1551
115,3,833,三重區,長福里,20,703,712,838,1550
115,3,834,石門區,石門里,14,684,788,727,1515
115,3,835,三峽區,溪南里,16,559,819,680,1499
115,3,836,三重區,仁義里,17,674,734,754,1488
115,3,837,淡水區,興仁里,14,697,788,693,1481
115,3,838,三重區,重新里,19,702,708,765,1473
115,3,839,林口區,湖北里,14,511,809,654,1463
115,3,840,石門區,尖鹿里,16,632,779,683,1462
115,3,841,樹林區,圳生里,11,587,755,700,1455
115,3,842,板橋區,流芳里,10,662,646,800,1446
115,3,843,淡水區,坪頂里,10,732,714,716,1430
115,3,844,三重區,光輝里,18,649,701,720,1421
115,3,845,淡水區,協元里,10,640,687,712,1399
115,3,846,三重區,錦通里,16,676,664,735,1399
115,3,847,三重區,光榮里,17,732,669,715,1384
115,3,848,坪林區,坪林里,12,500,724,641,1365
115,3,849,林口區,下福里,20,502,706,659,1365
115,3,850,三重區,中正里,13,619,653,711,1364
115,3,851,淡水區,長庚里,29,668,658,704,1362
115,3,852,雙溪區,牡丹里,38,630,733,625,1358
115,3,853,瑞芳區,龍山里,11,611,695,646,1341
115,3,854,三重區,吉利里,12,657,641,699,1340
115,3,855,新店區,廣興里,17,624,723,613,1336
115,3,856,三峽區,弘道里,14,552,716,588,1304
115,3,857,石門區,富基里,15,546,633,670,1303
115,3,858,板橋區,福翠里,16,595,650,652,1302
115,3,859,五股區,五龍里,17,472,709,586,1295
115,3,860,五股區,觀音里,17,509,707,579,1286
115,3,861,瑞芳區,深澳里,15,667,625,661,1286
115,3,862,新莊區,國泰里,16,504,637,645,1282
115,3,863,三峽區,安坑里,16,565,738,541,1279
115,3,864,板橋區,黃石里,10,557,611,666,1277
115,3,865,金山區,重和里,13,632,640,626,1266
115,3,866,新店區,直潭里,22,502,669,593,1262
115,3,867,三芝區,古庄里,19,736,662,592,1254
115,3,868,瑞芳區,上天里,12,536,678,566,1244
115,3,869,永和區,勵行里,17,631,572,671,1243
115,3,870,瑞芳區,龍鎮里,15,571,606,624,1230
115,3,871,三重區,秀江里,15,535,607,615,1222
115,3,872,三重區,德厚里,6,719,605,614,1219
115,3,873,三芝區,興華里,20,560,666,551,1217
115,3,874,雙溪區,泰平里,20,432,616,598,1214
115,3,875,瑞芳區,海濱里,13,652,565,631,1196
115,3,876,汐止區,義民里,20,613,591,603,1194
115,3,877,樹林區,樹東里,16,587,545,624,1169
115,3,878,汐止區,環河里,10,529,611,547,1158
115,3,879,三重區,福星里,17,645,552,604,1156
115,3,880,三重區,中民里,17,509,576,575,1151
115,3,881,三重區,介壽里,13,535,572,578,1150
115,3,882,坪林區,大林里,10,479,623,523,1146
115,3,883,石門區,德茂里,14,458,600,541,1141
115,3,884,淡水區,蕃薯里,10,597,624,515,1139
115,3,885,淡水區,清文里,25,536,563,561,1124
115,3,886,萬里區,中幅里,13,368,561,563,1124
115,3,887,汐止區,禮門里,17,561,539,582,1121
115,3,888,永和區,網溪里,12,498,532,578,1110
115,3,889,三重區,正德里,16,534,542,556,1098
115,3,890,五股區,更寮里,11,422,575,523,1098
115,3,891,板橋區,赤松里,8,541,498,590,1088
115,3,892,林口區,頂福里,20,422,594,491,1085
115,3,893,鶯歌區,東鶯里,14,454,519,563,1082
115,3,894,中和區,灰磘里,7,454,532,541,1073
115,3,895,淡水區,忠寮里,13,445,607,465,1072
115,3,896,板橋區,歡園里,8,434,566,501,1067
115,3,897,瑞芳區,柑坪里,16,424,568,495,1063
115,3,898,三峽區,添福里,9,438,564,498,1062
115,3,899,汐止區,八連里,10,483,535,505,1040
115,3,900,淡水區,屯山里,13,381,543,474,1017
115,3,901,石碇區,格頭里,13,522,523,492,1015
115,3,902,林口區,嘉寶里,20,373,526,468,994
115,3,903,萬里區,雙興里,15,407,524,450,974
115,3,904,汐止區,長青里,10,536,443,528,971
115,3,905,新店區,塗潭里,11,373,505,463,968
115,3,906,三重區,雙園里,13,446,455,499,954
115,3,907,鶯歌區,中鶯里,16,418,470,476,946
115,3,908,石門區,草里里,12,389,478,455,933
115,3,909,板橋區,復興里,8,280,558,362,920
115,3,910,貢寮區,和美里,21,348,465,449,914
115,3,911,三峽區,成福里,16,331,497,406,903
115,3,912,新店區,廣明里,13,465,430,465,895
115,3,913,永和區,大同里,18,451,425,468,893
115,3,914,鶯歌區,二甲里,8,349,476,408,884
115,3,915,樹林區,樹北里,18,453,439,436,875
115,3,916,坪林區,粗窟里,11,367,464,404,868
115,3,917,淡水區,永吉里,22,430,438,426,864
115,3,918,三重區,長生里,10,415,406,445,851
115,3,919,雙溪區,平林里,14,426,461,388,849
115,3,920,石碇區,永安里,6,392,423,423,846
115,3,921,坪林區,上德里,13,337,470,367,837
115,3,922,淡水區,忠山里,10,384,476,361,837
115,3,923,永和區,新生里,18,413,408,428,836
115,3,924,石門區,山溪里,16,363,457,370,827
115,3,925,三芝區,福德里,18,409,422,404,826
115,3,926,泰山區,大科里,16,310,443,379,822
115,3,927,林口區,瑞平里,10,327,468,349,817
115,3,928,石碇區,潭邊里,10,420,437,378,815
115,3,929,坪林區,漁光里,13,391,438,376,814
115,3,930,金山區,清泉里,10,292,443,369,812
115,3,931,烏來區,福山里,6,218,400,410,810
115,3,932,平溪區,十分里,10,431,442,366,808
115,3,933,瑞芳區,鼻頭里,11,256,400,407,807
115,3,934,貢寮區,福連里,16,286,366,440,806
115,3,935,三峽區,五寮里,15,354,431,368,799
115,3,936,三重區,大德里,11,361,371,409,780
115,3,937,永和區,永成里,19,357,380,400,780
115,3,938,三芝區,新庄里,12,360,394,380,774
115,3,939,貢寮區,貢寮里,16,337,365,379,744
115,3,940,石碇區,中民里,14,337,433,303,736
115,3,941,新店區,雙坑里,15,312,402,326,728
115,3,942,瑞芳區,龍潭里,13,363,351,371,722
115,3,943,雙溪區,新基里,17,342,379,341,720
115,3,944,淡水區,草東里,24,371,374,336,710
115,3,945,永和區,忠義里,16,295,347,363,710
115,3,946,坪林區,水德里,10,289,355,330,685
115,3,947,金山區,大同里,9,293,333,349,682
115,3,948,三峽區,插角里,16,347,383,286,669
115,3,949,三峽區,有木里,14,357,394,273,667
115,3,950,貢寮區,美豐里,21,281,392,271,663
115,3,951,石碇區,隆盛里,12,293,364,298,662
115,3,952,三峽區,秀川里,10,292,319,337,656
115,3,953,淡水區,民安里,24,310,313,342,655
115,3,954,金山區,六股里,8,242,352,290,642
115,3,955,萬里區,溪底里,9,277,344,290,634
115,3,956,金山區,三界里,10,211,287,337,624
115,3,957,三芝區,茂長里,9,309,321,302,623
115,3,958,瑞芳區,龍安里,11,282,302,312,614
115,3,959,三芝區,錫板里,17,295,362,248,610
115,3,960,貢寮區,龍門里,14,241,280,329,609
115,3,961,汐止區,東山里,20,287,312,288,600
115,3,962,石碇區,永定里,10,259,329,269,598
115,3,963,萬里區,磺潭里,14,231,314,276,590
115,3,964,雙溪區,魚行里,29,316,340,250,590
115,3,965,貢寮區,雙玉里,23,270,348,235,583
115,3,966,鶯歌區,建德里,8,209,324,253,577
115,3,967,烏來區,信賢里,9,191,265,311,576
115,3,968,雙溪區,上林里,20,284,328,247,575
115,3,969,淡水區,中和里,11,233,330,237,567
115,3,970,深坑區,阿柔里,9,219,303,252,555
115,3,971,金山區,永興里,15,225,295,258,553
