起站,迄站,乘車時間,轉運站
O13,O12,3,""
O13,O10,6,""
O13,O09,8,""
O13,G15,10,""
O13,O08,10,""
O13,R07,15,""
O13,O06,15,""
O13,O54,14,"O12"
O13,O53,12,"O12"
O13,O52,10,"O12"
O13,O51,8,"O12"
O13,O50,6,"O12"
O13,O21,19,""
O13,O20,16,""
O13,Y08,38,"Y11"
O13,Y09,36,"Y11"
O13,Y10,34,"Y11"
O13,Y12,30,"Y18"
O13,Y13,28,"Y18"
O13,Y14,26,"Y18"
O13,Y15,24,"Y18"
O13,Y16,21,"Y18"
O13,Y17,17,"Y18"
O13,Y19,17,"Y18"
O13,Y20,19,"Y18"
O12,O10,3,""
O12,O09,6,""
O12,G15,7,""
O12,O08,7,""
O12,R07,12,""
O12,O06,12,""
O12,O54,11,""
O12,O53,9,""
O12,O52,7,""
O12,O51,5,""
O12,O50,3,""
O12,O21,22,""
O12,O20,18,""
O12,Y08,36,"Y11"
O12,Y09,33,"Y11"
O12,Y10,32,"Y11"
O12,Y12,34,"Y11"
O12,Y13,31,"Y18"
O12,Y14,29,"Y18"
O12,Y15,27,"Y18"
O12,Y16,23,"Y18"
O12,Y17,20,"Y18"
O12,Y19,19,"Y18"
O12,Y20,22,"Y18"
O10,O09,2,""
O10,G15,4,""
O10,O08,4,""
O10,R07,9,""
O10,O06,9,""
O10,O54,15,""
O10,O53,12,""
O10,O52,10,""
O10,O51,9,""
O10,O50,6,""
O10,O21,25,""
O10,O20,22,""
O10,Y08,32,"Y11"
O10,Y09,30,"Y11"
O10,Y10,28,"Y11"
O10,Y12,30,"Y11"
O10,Y13,32,"Y11"
O10,Y14,34,"Y11"
O10,Y15,30,"Y18"
O10,Y16,27,"Y18"
O10,Y17,23,"Y18"
O10,Y19,22,"Y18"
O10,Y20,25,"Y18"
O09,G15,2,""
O09,O08,2,""
O09,R07,7,""
O09,O06,7,""
O09,O54,17,""
O09,O53,14,""
O09,O52,12,""
O09,O51,11,""
O09,O50,8,""
O09,O21,27,""
O09,O20,24,""
O09,Y08,30,"Y11"
O09,Y09,28,"Y11"
O09,Y10,26,"Y11"
O09,Y12,28,"Y11"
O09,Y13,30,"Y11"
O09,Y14,32,"Y11"
O09,Y15,32,"Y18"
O09,Y16,29,"Y18"
O09,Y17,25,"Y18"
O09,Y19,25,"Y18"
O09,Y20,27,"Y18"
G15,R07,5,""
G15,O06,5,""
O08,R07,5,""
O08,O06,5,""
G15,O54,18,""
O08,O54,18,""
G15,O53,16,""
O08,O53,16,""
G15,O52,14,""
O08,O52,14,""
G15,O51,12,""
O08,O51,12,""
G15,O50,10,""
O08,O50,10,""
G15,O21,29,""
O08,O21,29,""
G15,O20,26,""
O08,O20,26,""
G15,Y08,28,"Y11"
O08,Y08,28,"Y11"
G15,Y09,26,"Y11"
O08,Y09,26,"Y11"
G15,Y10,24,"Y11"
O08,Y10,24,"Y11"
G15,Y12,26,"Y11"
O08,Y12,26,"Y11"
G15,Y13,28,"Y11"
O08,Y13,28,"Y11"
G15,Y14,30,"Y11"
O08,Y14,30,"Y11"
G15,Y15,32,"Y11"
O08,Y15,32,"Y11"
G15,Y16,31,"Y18"
O08,Y16,31,"Y18"
G15,Y17,27,"Y18"
O08,Y17,27,"Y18"
G15,Y19,26,"Y18"
O08,Y19,26,"Y18"
G15,Y20,29,"Y18"
O08,Y20,29,"Y18"
G15,O08,0,""
R07,O54,24,""
O06,O54,24,""
R07,O53,21,""
O06,O53,21,""
R07,O52,19,""
O06,O52,19,""
R07,O51,18,""
O06,O51,18,""
R07,O50,15,""
O06,O50,15,""
R07,O21,34,""
O06,O21,34,""
R07,O20,31,""
O06,O20,31,""
R07,Y08,23,"Y11"
O06,Y08,23,"Y11"
R07,Y09,21,"Y11"
O06,Y09,21,"Y11"
R07,Y10,19,"Y11"
O06,Y10,19,"Y11"
R07,Y12,21,"Y11"
O06,Y12,21,"Y11"
R07,Y13,23,"Y11"
O06,Y13,23,"Y11"
R07,Y14,25,"Y11"
O06,Y14,25,"Y11"
R07,Y15,27,"Y11"
O06,Y15,27,"Y11"
R07,Y16,30,"Y11"
O06,Y16,30,"Y11"
R07,Y17,34,"Y11"
O06,Y17,34,"Y11"
R07,Y19,31,"Y18"
O06,Y19,31,"Y18"
R07,Y20,34,"Y18"
O06,Y20,34,"Y18"
R07,O06,0,""
O54,O53,2,""
O54,O52,4,""
O54,O51,6,""
O54,O50,8,""
O54,O21,33,"O12"
O54,O20,30,"O12"
O54,Y08,47,"Y11"
O54,Y09,45,"Y11"
O54,Y10,43,"Y11"
O54,Y12,45,"Y11"
O54,Y13,42,"O12,Y18"
O54,Y14,41,"O12,Y18"
O54,Y15,38,"O12,Y18"
O54,Y16,35,"O12,Y18"
O54,Y17,32,"O12,Y18"
O54,Y19,31,"O12,Y18"
O54,Y20,33,"O12,Y18"
O53,O52,2,""
O53,O51,4,""
O53,O50,6,""
O53,O21,31,"O12"
O53,O20,28,"O12"
O53,Y08,45,"Y11"
O53,Y09,42,"Y11"
O53,Y10,41,"Y11"
O53,Y12,42,"Y11"
O53,Y13,40,"O12,Y18"
O53,Y14,38,"O12,Y18"
O53,Y15,36,"O12,Y18"
O53,Y16,33,"O12,Y18"
O53,Y17,29,"O12,Y18"
O53,Y19,28,"O12,Y18"
O53,Y20,31,"O12,Y18"
O52,O51,2,""
O52,O50,4,""
O52,O21,29,"O12"
O52,O20,26,"O12"
O52,Y08,43,"Y11"
O52,Y09,40,"Y11"
O52,Y10,39,"Y11"
O52,Y12,40,"Y11"
O52,Y13,38,"O12,Y18"
O52,Y14,36,"O12,Y18"
O52,Y15,34,"O12,Y18"
O52,Y16,31,"O12,Y18"
O52,Y17,27,"O12,Y18"
O52,Y19,27,"O12,Y18"
O52,Y20,29,"O12,Y18"
O51,O50,2,""
O51,O21,27,"O12"
O51,O20,24,"O12"
O51,Y08,41,"Y11"
O51,Y09,39,"Y11"
O51,Y10,37,"Y11"
O51,Y12,39,"Y11"
O51,Y13,36,"O12,Y18"
O51,Y14,35,"O12,Y18"
O51,Y15,32,"O12,Y18"
O51,Y16,29,"O12,Y18"
O51,Y17,26,"O12,Y18"
O51,Y19,25,"O12,Y18"
O51,Y20,27,"O12,Y18"
O50,O21,25,"O12"
O50,O20,22,"O12"
O50,Y08,39,"Y11"
O50,Y09,36,"Y11"
O50,Y10,35,"Y11"
O50,Y12,36,"Y11"
O50,Y13,34,"O12,Y18"
O50,Y14,32,"O12,Y18"
O50,Y15,30,"O12,Y18"
O50,Y16,27,"O12,Y18"
O50,Y17,23,"O12,Y18"
O50,Y19,23,"O12,Y18"
O50,Y20,25,"O12,Y18"
O21,O20,3,""
O21,Y08,41,"Y18"
O21,Y09,39,"Y18"
O21,Y10,37,"Y18"
O21,Y12,32,"Y18"
O21,Y13,29,"Y18"
O21,Y14,28,"Y18"
O21,Y15,25,"Y18"
O21,Y16,22,"Y18"
O21,Y17,19,"Y18"
O21,Y19,18,"Y18"
O21,Y20,20,"Y18"
O20,Y08,38,"Y18"
O20,Y09,36,"Y18"
O20,Y10,34,"Y18"
O20,Y12,28,"Y18"
O20,Y13,26,"Y18"
O20,Y14,25,"Y18"
O20,Y15,22,"Y18"
O20,Y16,19,"Y18"
O20,Y17,15,"Y18"
O20,Y19,15,"Y18"
O20,Y20,17,"Y18"
Y08,Y09,2,""
Y08,Y10,4,""
Y08,Y12,10,""
Y08,Y13,12,""
Y08,Y14,13,""
Y08,Y15,16,""
Y08,Y16,19,""
Y08,Y17,23,""
Y08,Y19,27,""
Y08,Y20,30,""
Y09,Y10,2,""
Y09,Y12,7,""
Y09,Y13,10,""
Y09,Y14,11,""
Y09,Y15,13,""
Y09,Y16,16,""
Y09,Y17,20,""
Y09,Y19,25,""
Y09,Y20,28,""
Y10,Y12,6,""
Y10,Y13,8,""
Y10,Y14,9,""
Y10,Y15,12,""
Y10,Y16,15,""
Y10,Y17,19,""
Y10,Y19,24,""
Y10,Y20,26,""
Y12,Y13,2,""
Y12,Y14,4,""
Y12,Y15,6,""
Y12,Y16,9,""
Y12,Y17,13,""
Y12,Y19,18,""
Y12,Y20,21,""
Y13,Y14,2,""
Y13,Y15,4,""
Y13,Y16,7,""
Y13,Y17,11,""
Y13,Y19,16,""
Y13,Y20,18,""
Y14,Y15,2,""
Y14,Y16,5,""
Y14,Y17,9,""
Y14,Y19,14,""
Y14,Y20,17,""
Y15,Y16,3,""
Y15,Y17,7,""
Y15,Y19,12,""
Y15,Y20,14,""
Y16,Y17,4,""
Y16,Y19,9,""
Y16,Y20,11,""
Y17,Y19,5,""
Y17,Y20,8,""
Y19,Y20,3,""
